Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Gunar Cockshoot,Canada,White Choc,8578.4,15,Sunday,August,2024,571.8933333333333
Jehu Rudeforth,Australia,Spicy Special Slims,5573.57,372,Saturday,January,2024,14.98271505376344
Husein Augar,UK,Baker's Choco Chips,3465.68,133,Monday,April,2024,26.057744360902255
Rafaelita Blaksland,New Zealand,After Nines,1245.91,90,Sunday,July,2024,13.843444444444446
Madelene Upcott,New Zealand,Mint Chip Choco,8888.61,4,Monday,March,2024,2222.1525
Madelene Upcott,UK,70% Dark Bites,5931.82,243,Friday,February,2024,24.410781893004113
Barr Faughny,Australia,Organic Choco Syrup,2620.66,34,Sunday,January,2024,77.07823529411765
Beverie Moffet,New Zealand,Drinking Coco,1284.37,560,Friday,January,2024,2.293517857142857
Beverie Moffet,India,Eclairs,11033.61,155,Sunday,June,2024,71.18458064516129
Andria Kimpton,India,Eclairs,2413.05,82,Thursday,May,2024,29.427439024390246
Gigi Bohling,UK,85% Dark Bars,13136.08,90,Sunday,June,2024,145.95644444444446
Roddy Speechley,UK,Raspberry Choco,14297.82,211,Sunday,January,2024,67.76218009478673
Dotty Strutley,UK,Mint Chip Choco,2837.65,212,Sunday,July,2024,13.385141509433963
Barr Faughny,Canada,Drinking Coco,7496.03,259,Thursday,April,2024,28.94220077220077
Oby Sorrel,USA,Milk Bars,1815.29,79,Friday,June,2024,22.978354430379746
Oby Sorrel,UK,Orange Choco,8250.03,228,Monday,April,2024,36.18434210526316
Curtice Advani,Canada,Peanut Butter Cubes,5605.82,64,Sunday,May,2024,87.5909375
Gigi Bohling,India,White Choc,1563.39,179,Saturday,April,2024,8.734022346368716
Husein Augar,Canada,Choco Coated Almonds,3997.02,411,Thursday,August,2024,9.725109489051095
Wilone O'Kielt,India,Choco Coated Almonds,3284.22,230,Thursday,August,2024,14.279217391304346
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4609.67,58,Monday,April,2024,79.47706896551725
Kaine Padly,UK,Choco Coated Almonds,9412.06,123,Saturday,August,2024,76.52081300813008
Dennison Crosswaite,New Zealand,Organic Choco Syrup,427.36,249,Thursday,January,2024,1.716305220883534
Kelci Walkden,Canada,After Nines,19449.02,204,Saturday,January,2024,95.33833333333334
Van Tuxwell,Australia,Baker's Choco Chips,14122.44,32,Saturday,May,2024,441.32625
Husein Augar,New Zealand,Peanut Butter Cubes,2257.14,231,Friday,February,2024,9.771168831168831
Kaine Padly,UK,Caramel Stuffed Bars,11334.21,72,Monday,May,2024,157.41958333333332
Jehu Rudeforth,UK,Drinking Coco,7865.93,436,Saturday,February,2024,18.04112385321101
Beverie Moffet,India,Manuka Honey Choco,11462.32,172,Monday,May,2024,66.64139534883721
Gunar Cockshoot,UK,Choco Coated Almonds,6154.53,132,Sunday,June,2024,46.62522727272727
Gunar Cockshoot,UK,Smooth Sliky Salty,867.5,143,Friday,March,2024,6.066433566433567
Camilla Castle,Canada,Orange Choco,9056.1,58,Saturday,February,2024,156.1396551724138
Jehu Rudeforth,UK,85% Dark Bars,6569.4,66,Sunday,July,2024,99.53636363636363
Oby Sorrel,UK,70% Dark Bites,7431.0,180,Saturday,March,2024,41.28333333333333
Kelci Walkden,UK,99% Dark & Pure,3672.65,124,Monday,August,2024,29.61814516129032
Gigi Bohling,New Zealand,After Nines,6464.8,189,Sunday,January,2024,34.20529100529101
Oby Sorrel,Australia,50% Dark Bites,813.58,163,Monday,May,2024,4.991288343558282
Oby Sorrel,Canada,50% Dark Bites,7301.81,134,Monday,June,2024,54.49111940298508
Barr Faughny,USA,White Choc,8523.42,171,Sunday,May,2024,49.84456140350877
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3822.64,85,Monday,March,2024,44.972235294117645
Curtice Advani,Australia,Caramel Stuffed Bars,10219.39,139,Wednesday,February,2024,73.52079136690647
Curtice Advani,New Zealand,85% Dark Bars,5798.43,206,Sunday,May,2024,28.147718446601942
Barr Faughny,New Zealand,Smooth Sliky Salty,4487.01,184,Thursday,January,2024,24.38592391304348
Ches Bonnell,UK,85% Dark Bars,17237.67,13,Friday,June,2024,1325.9746153846152
Dennison Crosswaite,Australia,Drinking Coco,7497.22,184,Saturday,July,2024,40.74576086956522
Roddy Speechley,USA,Milk Bars,3034.06,245,Thursday,May,2024,12.383918367346938
Jan Morforth,India,After Nines,6795.06,177,Thursday,March,2024,38.39016949152543
Gunar Cockshoot,USA,After Nines,4273.09,280,Thursday,August,2024,15.261035714285715
Ches Bonnell,India,Orange Choco,1412.6,278,Friday,February,2024,5.081294964028777
Mallorie Waber,UK,Manuka Honey Choco,9852.89,43,Saturday,June,2024,229.13697674418603
Barr Faughny,Australia,Raspberry Choco,10744.23,105,Monday,May,2024,102.326
Wilone O'Kielt,USA,Drinking Coco,1213.63,101,Friday,June,2024,12.016138613861386
Wilone O'Kielt,India,Eclairs,4263.93,80,Sunday,February,2024,53.299125000000004
Wilone O'Kielt,India,After Nines,13808.46,270,Sunday,August,2024,51.14244444444444
Kelci Walkden,India,99% Dark & Pure,2411.93,248,Friday,June,2024,9.725524193548386
Gunar Cockshoot,Canada,Spicy Special Slims,14603.41,12,Friday,April,2024,1216.9508333333333
Madelene Upcott,Canada,Peanut Butter Cubes,17813.77,120,Friday,July,2024,148.44808333333333
Kaine Padly,New Zealand,Eclairs,14346.28,48,Saturday,January,2024,298.8808333333333
Ches Bonnell,New Zealand,Drinking Coco,10009.51,144,Friday,February,2024,69.5104861111111
Curtice Advani,UK,Drinking Coco,494.27,186,Friday,July,2024,2.6573655913978493
Kelci Walkden,India,Raspberry Choco,9118.67,253,Sunday,June,2024,36.04217391304348
Dotty Strutley,Australia,Choco Coated Almonds,1751.26,293,Saturday,April,2024,5.976996587030717
Kaine Padly,UK,50% Dark Bites,3402.47,69,Wednesday,February,2024,49.311159420289854
Roddy Speechley,Canada,Choco Coated Almonds,6841.28,237,Saturday,May,2024,28.866160337552742
Ches Bonnell,India,50% Dark Bites,12584.46,328,Monday,April,2024,38.367256097560976
Oby Sorrel,Canada,Peanut Butter Cubes,14291.3,179,Friday,June,2024,79.83966480446927
Oby Sorrel,UK,White Choc,1998.41,303,Thursday,June,2024,6.595412541254126
Barr Faughny,India,After Nines,9558.06,117,Monday,July,2024,81.6928205128205
Wilone O'Kielt,Canada,Smooth Sliky Salty,5594.84,174,Sunday,June,2024,32.154252873563216
Rafaelita Blaksland,India,Mint Chip Choco,16520.75,84,Friday,January,2024,196.67559523809524
Rafaelita Blaksland,Canada,99% Dark & Pure,5545.62,139,Saturday,March,2024,39.89654676258993
Van Tuxwell,Australia,70% Dark Bites,8260.58,108,Wednesday,January,2024,76.48685185185185
Beverie Moffet,USA,70% Dark Bites,2636.16,110,Thursday,June,2024,23.965090909090907
Barr Faughny,Canada,Orange Choco,8285.38,18,Sunday,June,2024,460.2988888888888
Roddy Speechley,Australia,85% Dark Bars,4590.0,78,Monday,July,2024,58.84615384615385
Oby Sorrel,India,Spicy Special Slims,13189.14,95,Saturday,June,2024,138.83305263157894
Jan Morforth,UK,Manuka Honey Choco,3768.3,212,Sunday,August,2024,17.775000000000002
Kaine Padly,Australia,After Nines,7962.71,293,Monday,April,2024,27.176484641638226
Wilone O'Kielt,Canada,Fruit & Nut Bars,3665.13,191,Thursday,August,2024,19.189162303664922
Wilone O'Kielt,UK,Milk Bars,334.81,66,Monday,August,2024,5.072878787878788
Oby Sorrel,Canada,Fruit & Nut Bars,2187.5,159,Sunday,January,2024,13.757861635220126
Dennison Crosswaite,USA,Baker's Choco Chips,18481.73,295,Sunday,August,2024,62.64993220338983
Madelene Upcott,USA,Almond Choco,11863.69,24,Friday,May,2024,494.3204166666667
Van Tuxwell,New Zealand,50% Dark Bites,4332.41,10,Thursday,July,2024,433.241
Karlen McCaffrey,Canada,Caramel Stuffed Bars,3653.33,327,Saturday,March,2024,11.172262996941896
Madelene Upcott,Australia,Raspberry Choco,7023.94,89,Saturday,July,2024,78.92067415730337
Rafaelita Blaksland,UK,Spicy Special Slims,10001.95,132,Saturday,August,2024,75.7723484848485
Curtice Advani,UK,Peanut Butter Cubes,16460.65,171,Friday,March,2024,96.26111111111112
Kelci Walkden,New Zealand,White Choc,8575.27,165,Saturday,April,2024,51.971333333333334
Beverie Moffet,Canada,Fruit & Nut Bars,12191.42,177,Wednesday,February,2024,68.8780790960452
Mallorie Waber,India,White Choc,969.15,233,Friday,July,2024,4.159442060085837
Brien Boise,UK,Drinking Coco,6498.96,143,Saturday,January,2024,45.447272727272725
Jehu Rudeforth,India,Peanut Butter Cubes,33.68,487,Sunday,April,2024,0.06915811088295688
Oby Sorrel,USA,Almond Choco,7640.61,154,Sunday,May,2024,49.61435064935065
Husein Augar,India,Eclairs,5596.93,62,Friday,February,2024,90.27306451612904
Brien Boise,UK,Spicy Special Slims,2639.55,59,Saturday,May,2024,44.73813559322034
Oby Sorrel,Australia,Manuka Honey Choco,4626.87,78,Friday,January,2024,59.31884615384615
Beverie Moffet,India,White Choc,1900.09,297,Thursday,July,2024,6.397609427609427
Ches Bonnell,India,Almond Choco,13315.47,72,Saturday,April,2024,184.93708333333333
Gigi Bohling,Australia,Smooth Sliky Salty,6359.09,121,Thursday,January,2024,52.554462809917354
Camilla Castle,USA,85% Dark Bars,2644.65,83,Thursday,April,2024,31.863253012048194
Camilla Castle,USA,Eclairs,4879.55,427,Monday,June,2024,11.42751756440281
Madelene Upcott,New Zealand,White Choc,11572.5,51,Thursday,August,2024,226.91176470588235
Van Tuxwell,India,After Nines,15626.93,225,Thursday,June,2024,69.45302222222222
Husein Augar,India,Orange Choco,4781.14,38,Sunday,June,2024,125.81947368421054
Jehu Rudeforth,India,Almond Choco,11793.4,101,Friday,August,2024,116.76633663366336
Karlen McCaffrey,Australia,Raspberry Choco,1061.03,58,Friday,August,2024,18.29362068965517
Camilla Castle,New Zealand,99% Dark & Pure,2499.92,44,Monday,August,2024,56.81636363636364
Gigi Bohling,Australia,Orange Choco,676.29,158,Saturday,March,2024,4.280316455696203
Kelci Walkden,UK,Drinking Coco,1886.06,23,Saturday,April,2024,82.00260869565217
Mallorie Waber,Canada,Caramel Stuffed Bars,5093.92,524,Monday,June,2024,9.721221374045802
Husein Augar,Australia,Organic Choco Syrup,1018.8,157,Thursday,February,2024,6.489171974522293
Brien Boise,Australia,White Choc,5616.77,23,Sunday,August,2024,244.20739130434785
Dotty Strutley,India,Peanut Butter Cubes,10461.82,78,Friday,February,2024,134.12589743589743
Dennison Crosswaite,UK,99% Dark & Pure,12841.79,26,Thursday,May,2024,493.915
Gigi Bohling,New Zealand,50% Dark Bites,6723.42,67,Saturday,June,2024,100.34955223880597
Gigi Bohling,USA,Milk Bars,521.35,127,Sunday,June,2024,4.105118110236221
Brien Boise,UK,Caramel Stuffed Bars,3106.11,159,Monday,March,2024,19.535283018867926
Curtice Advani,New Zealand,Peanut Butter Cubes,1684.28,419,Friday,March,2024,4.019761336515513
Curtice Advani,New Zealand,50% Dark Bites,11226.14,84,Saturday,January,2024,133.6445238095238
Beverie Moffet,Canada,Drinking Coco,1172.53,124,Friday,July,2024,9.455887096774193
Barr Faughny,USA,Caramel Stuffed Bars,3917.13,287,Friday,March,2024,13.648536585365854
Mallorie Waber,Canada,Almond Choco,4871.07,33,Sunday,May,2024,147.6081818181818
Oby Sorrel,USA,Drinking Coco,9306.64,48,Monday,March,2024,193.88833333333332
Brien Boise,New Zealand,Eclairs,5270.33,323,Thursday,July,2024,16.316811145510837
Gunar Cockshoot,New Zealand,Choco Coated Almonds,14722.35,61,Thursday,August,2024,241.35
Gunar Cockshoot,UK,Spicy Special Slims,13444.87,197,Friday,February,2024,68.24807106598985
Curtice Advani,USA,After Nines,14885.97,248,Saturday,April,2024,60.02407258064516
Oby Sorrel,India,Choco Coated Almonds,53.31,371,Wednesday,February,2024,0.14369272237196767
Ches Bonnell,Australia,Peanut Butter Cubes,11767.94,68,Thursday,March,2024,173.0579411764706
Oby Sorrel,Australia,Spicy Special Slims,12897.53,25,Friday,April,2024,515.9012
Jehu Rudeforth,Canada,Manuka Honey Choco,3867.62,214,Friday,April,2024,18.072990654205608
Camilla Castle,Canada,Drinking Coco,13524.05,253,Sunday,March,2024,53.45474308300395
Kaine Padly,USA,Spicy Special Slims,2319.1,189,Thursday,June,2024,12.27037037037037
Marney O'Breen,New Zealand,70% Dark Bites,9036.58,377,Wednesday,February,2024,23.969708222811672
Roddy Speechley,New Zealand,99% Dark & Pure,8905.53,201,Thursday,April,2024,44.306119402985075
Oby Sorrel,New Zealand,85% Dark Bars,4040.65,423,Thursday,February,2024,9.552364066193853
Dotty Strutley,New Zealand,Orange Choco,2204.17,145,Sunday,August,2024,15.201172413793104
Andria Kimpton,New Zealand,Almond Choco,7037.21,172,Friday,April,2024,40.91401162790698
Karlen McCaffrey,Australia,99% Dark & Pure,12285.41,175,Friday,January,2024,70.20234285714285
Kaine Padly,UK,After Nines,21812.86,183,Sunday,January,2024,119.19595628415301
Kaine Padly,Canada,After Nines,6707.97,187,Thursday,August,2024,35.87149732620321
Kaine Padly,UK,Drinking Coco,2513.58,226,Saturday,January,2024,11.122035398230087
Rafaelita Blaksland,UK,50% Dark Bites,11491.21,71,Friday,February,2024,161.84802816901407
Dotty Strutley,USA,Raspberry Choco,3762.58,49,Wednesday,January,2024,76.78734693877551
Karlen McCaffrey,USA,White Choc,5158.01,2,Saturday,August,2024,2579.005
Oby Sorrel,USA,Spicy Special Slims,6660.69,418,Wednesday,February,2024,15.934665071770334
Mallorie Waber,Australia,Smooth Sliky Salty,4786.05,107,Sunday,February,2024,44.72943925233645
Kaine Padly,Canada,Organic Choco Syrup,6797.67,82,Friday,March,2024,82.89841463414635
Marney O'Breen,USA,Peanut Butter Cubes,782.24,348,Saturday,June,2024,2.247816091954023
Dennison Crosswaite,UK,Smooth Sliky Salty,653.1,136,Friday,April,2024,4.802205882352942
Brien Boise,Australia,Organic Choco Syrup,4768.88,281,Monday,July,2024,16.971103202846976
Beverie Moffet,India,Organic Choco Syrup,1123.57,19,Sunday,June,2024,59.135263157894734
Dennison Crosswaite,Australia,Baker's Choco Chips,16435.38,425,Thursday,January,2024,38.671482352941176
Beverie Moffet,UK,50% Dark Bites,2922.18,289,Friday,February,2024,10.111349480968858
Van Tuxwell,UK,Almond Choco,12123.84,222,Thursday,June,2024,54.611891891891894
Dotty Strutley,UK,Caramel Stuffed Bars,6448.87,244,Saturday,August,2024,26.429795081967214
Wilone O'Kielt,Australia,Smooth Sliky Salty,2587.61,44,Thursday,January,2024,58.809318181818185
Andria Kimpton,Canada,70% Dark Bites,12109.0,16,Monday,April,2024,756.8125
Barr Faughny,UK,Milk Bars,4482.33,467,Saturday,March,2024,9.59813704496788
Van Tuxwell,Canada,Drinking Coco,5294.88,679,Saturday,June,2024,7.798055964653903
Jehu Rudeforth,Australia,After Nines,5512.57,46,Wednesday,February,2024,119.83847826086956
Husein Augar,UK,After Nines,3707.27,392,Friday,July,2024,9.45732142857143
Barr Faughny,India,Mint Chip Choco,7899.01,461,Friday,January,2024,17.134511930585685
Curtice Advani,India,Mint Chip Choco,9813.42,100,Sunday,March,2024,98.1342
Jehu Rudeforth,New Zealand,Milk Bars,2845.74,197,Saturday,May,2024,14.445380710659897
Gunar Cockshoot,India,Caramel Stuffed Bars,2941.72,220,Sunday,July,2024,13.371454545454544
Curtice Advani,UK,Manuka Honey Choco,1969.62,114,Wednesday,February,2024,17.277368421052632
Andria Kimpton,India,Orange Choco,339.64,452,Thursday,May,2024,0.7514159292035398
Mallorie Waber,Australia,Raspberry Choco,8818.17,29,Thursday,April,2024,304.0748275862069
Beverie Moffet,Canada,85% Dark Bars,6829.86,46,Friday,February,2024,148.47521739130434
Kelci Walkden,Australia,Drinking Coco,1370.19,58,Saturday,May,2024,23.62396551724138
Van Tuxwell,Canada,70% Dark Bites,7731.47,77,Sunday,June,2024,100.4087012987013
Dennison Crosswaite,USA,Caramel Stuffed Bars,2757.16,463,Thursday,July,2024,5.95498920086393
Beverie Moffet,New Zealand,Spicy Special Slims,70.19,63,Friday,June,2024,1.114126984126984
Jan Morforth,UK,Almond Choco,10817.45,151,Saturday,July,2024,71.63874172185432
Husein Augar,India,Raspberry Choco,11595.41,153,Saturday,June,2024,75.78699346405229
Dotty Strutley,India,Mint Chip Choco,1375.22,231,Sunday,April,2024,5.953333333333333
Camilla Castle,India,Drinking Coco,503.52,167,Thursday,August,2024,3.0150898203592815
Marney O'Breen,UK,Drinking Coco,1135.16,27,Friday,March,2024,42.04296296296297
Roddy Speechley,Australia,Organic Choco Syrup,4375.45,79,Thursday,July,2024,55.38544303797468
Ches Bonnell,India,99% Dark & Pure,536.74,102,Friday,February,2024,5.2621568627450985
Rafaelita Blaksland,Canada,Spicy Special Slims,2702.08,164,Thursday,May,2024,16.47609756097561
Van Tuxwell,India,Eclairs,11064.27,104,Sunday,July,2024,106.38721153846154
Gunar Cockshoot,Australia,99% Dark & Pure,8861.83,226,Sunday,August,2024,39.21163716814159
Kaine Padly,USA,85% Dark Bars,564.67,256,Saturday,June,2024,2.2057421875
Camilla Castle,UK,Peanut Butter Cubes,5267.69,120,Friday,July,2024,43.897416666666665
Madelene Upcott,UK,Peanut Butter Cubes,8698.47,89,Monday,August,2024,97.73561797752808
Madelene Upcott,USA,Choco Coated Almonds,6025.6,137,Friday,June,2024,43.98248175182482
Marney O'Breen,Canada,Peanut Butter Cubes,7032.54,87,Friday,March,2024,80.83379310344827
Ches Bonnell,Australia,Choco Coated Almonds,1572.79,176,Monday,April,2024,8.936306818181817
Curtice Advani,Canada,Eclairs,857.34,197,Monday,May,2024,4.3519796954314725
Roddy Speechley,India,Drinking Coco,4899.47,11,Friday,May,2024,445.40636363636366
Van Tuxwell,Australia,Mint Chip Choco,2924.06,295,Saturday,January,2024,9.912067796610168
Dennison Crosswaite,USA,70% Dark Bites,730.06,78,Friday,March,2024,9.359743589743589
Andria Kimpton,Canada,Peanut Butter Cubes,1348.05,332,Friday,February,2024,4.06039156626506
Gigi Bohling,USA,70% Dark Bites,8561.59,204,Sunday,January,2024,41.96857843137255
Rafaelita Blaksland,Australia,White Choc,7326.91,102,Thursday,March,2024,71.83245098039215
Roddy Speechley,Canada,Drinking Coco,8196.93,340,Friday,May,2024,24.108617647058825
Camilla Castle,New Zealand,85% Dark Bars,17841.92,53,Thursday,August,2024,336.64
Madelene Upcott,Canada,Milk Bars,4285.13,87,Friday,April,2024,49.25436781609196
Madelene Upcott,Australia,70% Dark Bites,4196.23,256,Monday,April,2024,16.3915234375
Oby Sorrel,Canada,Eclairs,6409.31,621,Sunday,May,2024,10.3209500805153
Dennison Crosswaite,Canada,Drinking Coco,3010.07,24,Wednesday,January,2024,125.41958333333334
Mallorie Waber,New Zealand,After Nines,567.91,225,Saturday,May,2024,2.5240444444444443
Roddy Speechley,Canada,White Choc,6948.79,292,Friday,April,2024,23.79722602739726
Andria Kimpton,India,After Nines,1009.28,69,Wednesday,January,2024,14.627246376811593
Roddy Speechley,India,Spicy Special Slims,12049.05,180,Friday,March,2024,66.93916666666667
Dotty Strutley,Australia,White Choc,6969.38,102,Friday,July,2024,68.32725490196079
Oby Sorrel,Canada,Orange Choco,10257.74,328,Saturday,April,2024,31.27359756097561
Kaine Padly,Canada,Almond Choco,7220.35,71,Monday,August,2024,101.69507042253521
Jan Morforth,UK,Baker's Choco Chips,783.35,273,Monday,March,2024,2.8694139194139194
Jehu Rudeforth,UK,Fruit & Nut Bars,9434.44,221,Monday,May,2024,42.68977375565611
Dennison Crosswaite,USA,Smooth Sliky Salty,12755.99,99,Sunday,May,2024,128.84838383838382
Brien Boise,USA,Raspberry Choco,807.26,198,Friday,January,2024,4.077070707070707
Madelene Upcott,New Zealand,Milk Bars,13541.21,434,Friday,March,2024,31.200944700460827
Roddy Speechley,India,50% Dark Bites,9976.22,12,Thursday,March,2024,831.3516666666666
Barr Faughny,New Zealand,99% Dark & Pure,9152.72,208,Friday,May,2024,44.003461538461536
Dennison Crosswaite,Canada,Organic Choco Syrup,9251.37,79,Sunday,January,2024,117.10594936708861
Beverie Moffet,India,Almond Choco,3634.26,100,Friday,May,2024,36.342600000000004
Brien Boise,Australia,Peanut Butter Cubes,352.51,196,Monday,August,2024,1.7985204081632653
Karlen McCaffrey,Australia,Spicy Special Slims,5303.58,354,Friday,May,2024,14.98186440677966
Jehu Rudeforth,USA,White Choc,7339.32,121,Friday,June,2024,60.65553719008264
Ches Bonnell,Canada,Organic Choco Syrup,616.09,238,Friday,July,2024,2.5886134453781513
Dotty Strutley,India,Eclairs,2504.62,397,Sunday,July,2024,6.308866498740554
Karlen McCaffrey,India,70% Dark Bites,5915.87,355,Thursday,May,2024,16.664422535211266
